,,,1754522970792,,,,,,,,,,,,,,,,,,,2025-10-24,,,,,,,,
https://www.kickstarter.com/projects/rosycrossrpg/hunters-the-brotherhood-of-the-rosy-cross-tabletop-rpg/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10912829#10912829,,https://kicktraq.com/projects/rosycrossrpg/hunters-the-brotherhood-of-the-rosy-cross-tabletop-rpg/,RPG,,,"Hunters:The Brotherhood of the Rosy Cross, Tabletop RPG",August 14 2024,Y,CAD,"1,163.00",0.72334,Not Funded,N,Y,N,"$1,163 CAD",11.00%,Cancelled,0,1739812326607,July 15 2024,Join the Rosicrucian secret society and discover a World of the Occult and Paranormal. Protect humanity from paranormal threats-TTRPG,https://i.kickstarter.com/assets/045/738/171/98a9591928e6fc008fb9ab5187d00923_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=NYESxZPuwa7pBHyht6SlBxRQFzASu%2F2Zrnm5igZIQyU%3D,"[size=14][b][url=https://www.kickstarter.com/projects/rosycrossrpg/hunters-the-brotherhood-of-the-rosy-cross-tabletop-rpg/?ref=kicktraq]Hunters:The Brotherhood of the Rosy Cross, Tabletop RPG[/url][/b][/size][q]Join the Rosicrucian secret society and discover a World of the Occult and Paranormal. Protect humanity from paranormal threats-TTRPG[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/738/171/98a9591928e6fc008fb9ab5187d00923_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=NYESxZPuwa7pBHyht6SlBxRQFzASu%2F2Zrnm5igZIQyU%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-14-2024[url=https://kicktraq.com/projects/rosycrossrpg/hunters-the-brotherhood-of-the-rosy-cross-tabletop-rpg/][IMG]https://kicktraq.com/projects/rosycrossrpg/hunters-the-brotherhood-of-the-rosy-cross-tabletop-rpg//minichart.png[/IMG][/url]",,7647.676545,,,
https://www.kickstarter.com/projects/megasomamars/paratype-printed-edition-and-module/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10912836#10912836,,https://kicktraq.com/projects/megasomamars/paratype-printed-edition-and-module/,RPG,,,Paratype,August 14 2024,Y,USD,255.00,1,Not Funded,N,Y,N,$255,17.00%,Cancelled,0,1739812326608,July 15 2024,"At the end of the everything, embrace a new insect identity. A TTRPG about giant bugs and the apocalypse. Printed edition and module.",https://i.kickstarter.com/assets/045/675/352/40a67f6b20756e03256cf7fba9706dc3_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=1c2NzecPdUiTfuFgDwZxjKbiiQtDE4AVG%2FzOt6PrV2w%3D,"[size=14][b][url=https://www.kickstarter.com/projects/megasomamars/paratype-printed-edition-and-module/?ref=kicktraq]Paratype[/url][/b][/size][q]At the end of the everything, embrace a new insect identity. A TTRPG about giant bugs and the apocalypse. Printed edition and module.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/675/352/40a67f6b20756e03256cf7fba9706dc3_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=1c2NzecPdUiTfuFgDwZxjKbiiQtDE4AVG%2FzOt6PrV2w%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-14-2024[url=https://kicktraq.com/projects/megasomamars/paratype-printed-edition-and-module/][IMG]https://kicktraq.com/projects/megasomamars/paratype-printed-edition-and-module//minichart.png[/IMG][/url]",,1500,,,
https://www.kickstarter.com/projects/meghanlynnftw/hunter-ed/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10912832#10912832,,https://kicktraq.com/projects/meghanlynnftw/hunter-ed/,RPG,,,HUNT(er/ed),August 14 2024,Y,USD,"10,101.00",1,"10,101.00",Y,N,Y,"$10,101",404.00%,Ended,10101,1739812326608,July 15 2024,A two player TTRPG about a Hunter and the Monster they are pursuing.,https://i.kickstarter.com/assets/045/447/685/f6f18a6f3940139c5149573010c34c19_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=4TbmtafMjTMVHuk9oNf3Ec4x5K3GbpObje4IqOjlGr0%3D,[size=14][b][url=https://www.kickstarter.com/projects/meghanlynnftw/hunter-ed/?ref=kicktraq]HUNT(er/ed)[/url][/b][/size][q]A two player TTRPG about a Hunter and the Monster they are pursuing.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/447/685/f6f18a6f3940139c5149573010c34c19_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=4TbmtafMjTMVHuk9oNf3Ec4x5K3GbpObje4IqOjlGr0%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-14-2024[url=https://kicktraq.com/projects/meghanlynnftw/hunter-ed/][IMG]https://kicktraq.com/projects/meghanlynnftw/hunter-ed//minichart.png[/IMG][/url],"$2,500.25",,"10,101.00",,
https://www.kickstarter.com/projects/silvervinepublishing/sparkle-stars-indie-japanese-trpg-translation-project/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10949020#10949020,,https://kicktraq.com/projects/silvervinepublishing/sparkle-stars-indie-japanese-trpg-translation-project/,RPG,,,Sparkle Stars - Indie Japanese TRPG Translation Project,August 14 2024,Y,USD,"2,574.00",1,"2,574.00",Y,N,Y,"$2,574",28600.00%,Ended,2574,1739812326609,July 30 2024,A rules-lite TRPG about producing your very own magical girl or transforming hero show!,https://i.kickstarter.com/assets/045/405/160/cb758245d119647deaf867532c99c9a5_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=0wS8pVCEZbEK1uxabI9i0CG8x0N2rJxwWscQ375uI8A%3D,[size=14][b][url=https://www.kickstarter.com/projects/silvervinepublishing/sparkle-stars-indie-japanese-trpg-translation-project/?ref=kicktraq]Sparkle Stars - Indie Japanese TRPG Translation Project[/url][/b][/size][q]A rules-lite TRPG about producing your very own magical girl or transforming hero show![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/405/160/cb758245d119647deaf867532c99c9a5_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=0wS8pVCEZbEK1uxabI9i0CG8x0N2rJxwWscQ375uI8A%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-14-2024[url=https://kicktraq.com/projects/silvervinepublishing/sparkle-stars-indie-japanese-trpg-translation-project/][IMG]https://kicktraq.com/projects/silvervinepublishing/sparkle-stars-indie-japanese-trpg-translation-project//minichart.png[/IMG][/url],$9.00,,"2,574.00",,
https://www.kickstarter.com/projects/bettagames/gone-fishin-a-cozy-solo-one-shot-adventure-for-dnd5e/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10964803#10964803,,https://kicktraq.com/projects/bettagames/gone-fishin-a-cozy-solo-one-shot-adventure-for-dnd5e/,5E,,,Gone Fishin': A Cozy Solo-Adventure For D&D/DnD5e,August 14 2024,Y,USD,470.00,1,470.00,Y,N,Y,$470,470.00%,Ended,470,1739812326609,August 5 2024,Drop your shields & grab your reels in this solo D&D5e adventure where player characters enjoy the bliss of fish!,https://i.kickstarter.com/assets/045/689/277/4032d709ff7946c70c3d307fefe65c95_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=xlCtGRaB40%2Fd1w6hd0iiL5JDx60dbRuN9D%2F3VVM6PJ8%3D,[size=14][b][url=https://www.kickstarter.com/projects/bettagames/gone-fishin-a-cozy-solo-one-shot-adventure-for-dnd5e/?ref=kicktraq]Gone Fishin': A Cozy Solo-Adventure For D&D/DnD5e[/url][/b][/size][q]Drop your shields & grab your reels in this solo D&D5e adventure where player characters enjoy the bliss of fish![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/689/277/4032d709ff7946c70c3d307fefe65c95_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=xlCtGRaB40%2Fd1w6hd0iiL5JDx60dbRuN9D%2F3VVM6PJ8%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-14-2024[url=https://kicktraq.com/projects/bettagames/gone-fishin-a-cozy-solo-one-shot-adventure-for-dnd5e/][IMG]https://kicktraq.com/projects/bettagames/gone-fishin-a-cozy-solo-one-shot-adventure-for-dnd5e//minichart.png[/IMG][/url],$100.00,,470.00,,
https://www.kickstarter.com/projects/greenmoongames/spring-frost/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10915174#10915174,,https://kicktraq.com/projects/greenmoongames/spring-frost/,5E,,,Spring Frost,August 15 2024,Y,EUR,222.00,1.097335,Not Funded,N,N,N,€222,64.00%,Ended,0,1739812326610,July 16 2024,Embark on a thrilling 5E TTRPG adventure to save your village from an epidemic!,https://i.kickstarter.com/assets/045/653/602/2458a8fa5b620015208fe37aacb2742f_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=34SLaBvGUwBb7ily9uHLDICUNmQ%2BS9GJkqzPFPveMhQ%3D,[size=14][b][url=https://www.kickstarter.com/projects/greenmoongames/spring-frost/?ref=kicktraq]Spring Frost[/url][/b][/size][q]Embark on a thrilling 5E TTRPG adventure to save your village from an epidemic![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/653/602/2458a8fa5b620015208fe37aacb2742f_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=34SLaBvGUwBb7ily9uHLDICUNmQ%2BS9GJkqzPFPveMhQ%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-15-2024[url=https://kicktraq.com/projects/greenmoongames/spring-frost/][IMG]https://kicktraq.com/projects/greenmoongames/spring-frost//minichart.png[/IMG][/url],,380.6380781,,,
https://www.kickstarter.com/projects/donenotperfect/dice-hard/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10915178#10915178,,https://kicktraq.com/projects/donenotperfect/dice-hard/,RPG,,,Dice Hard,August 15 2024,Y,GBP,"5,591.00",1.28582,"7,189.02",Y,N,Y,"£5,591",5591.00%,Ended,7189.02,1739812326611,July 16 2024,Roll hard or dice trying! A fast paced roleplay game with zero preparation where anything can happen!,https://i.kickstarter.com/assets/045/653/989/27394f20b1eb1a00e04092af27b81418_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=l2nIwcxUiYXngHtfFCgCAfxBk%2FEyw5TRbqr5cPoVnf0%3D,[size=14][b][url=https://www.kickstarter.com/projects/donenotperfect/dice-hard/?ref=kicktraq]Dice Hard[/url][/b][/size][q]Roll hard or dice trying! A fast paced roleplay game with zero preparation where anything can happen![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/653/989/27394f20b1eb1a00e04092af27b81418_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=l2nIwcxUiYXngHtfFCgCAfxBk%2FEyw5TRbqr5cPoVnf0%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-15-2024[url=https://kicktraq.com/projects/donenotperfect/dice-hard/][IMG]https://kicktraq.com/projects/donenotperfect/dice-hard//minichart.png[/IMG][/url],$128.58,,"7,189.02",,
https://www.kickstarter.com/projects/necropolisofsakkara/papa-boogie-3d-printable-dnd-5e-compatible-character/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10932804#10932804,,https://kicktraq.com/projects/necropolisofsakkara/papa-boogie-3d-printable-dnd-5e-compatible-character/,5E,,,Papa Boogie - 3d printable DnD 5e compatible character,August 15 2024,Y,EUR,237.00,1.097335,260.07,Y,N,Y,€237,474.00%,Ended,260.07,1739812326611,July 23 2024,"Miniature STL files in 30mm + 75mm scale + busts for painters, collectors and dioramas. Including D&D 5e compatible character sheet",https://i.kickstarter.com/assets/045/429/113/361249cadca3573e8e32324492721249_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=SChiSCEq4H2WwlVvHiQ6f8DDiWmLgarkgY%2B6wXbGJo4%3D,"[size=14][b][url=https://www.kickstarter.com/projects/necropolisofsakkara/papa-boogie-3d-printable-dnd-5e-compatible-character/?ref=kicktraq]Papa Boogie - 3d printable DnD 5e compatible character[/url][/b][/size][q]Miniature STL files in 30mm + 75mm scale + busts for painters, collectors and dioramas. Including D&D 5e compatible character sheet[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/429/113/361249cadca3573e8e32324492721249_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=SChiSCEq4H2WwlVvHiQ6f8DDiWmLgarkgY%2B6wXbGJo4%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-15-2024[url=https://kicktraq.com/projects/necropolisofsakkara/papa-boogie-3d-printable-dnd-5e-compatible-character/][IMG]https://kicktraq.com/projects/necropolisofsakkara/papa-boogie-3d-printable-dnd-5e-compatible-character//minichart.png[/IMG][/url]",$54.87,,260.07,,
https://www.kickstarter.com/projects/gallantknightgames/d6-system-second-edition/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10941436#10941436,,https://kicktraq.com/projects/gallantknightgames/d6-system-second-edition/,RPG,,https://rpggeek.com/rpgsystem/8528/d6-system-opend6,D6 System: Second Edition,August 15 2024,Y,USD,"140,262.00",1,"140,262.00",Y,N,Y,"$140,262",1402.00%,Ended,140262,1739812326612,July 25 2024,The classic West End Games ruleset returns in an updated and licensed new multi-genre rulebook!,https://i.kickstarter.com/assets/045/383/187/620ad6a8116141a286cdd19cd1829d29_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=G2FqkHYncMTt0USTcAw6syBYLDfeCFiNaIhEzvT7Bro%3D,[size=14][b][url=https://www.kickstarter.com/projects/gallantknightgames/d6-system-second-edition/?ref=kicktraq]D6 System: Second Edition[/url][/b][/size][q]The classic West End Games ruleset returns in an updated and licensed new multi-genre rulebook![/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/383/187/620ad6a8116141a286cdd19cd1829d29_original.png?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=G2FqkHYncMTt0USTcAw6syBYLDfeCFiNaIhEzvT7Bro%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-15-2024[url=https://kicktraq.com/projects/gallantknightgames/d6-system-second-edition/][IMG]https://kicktraq.com/projects/gallantknightgames/d6-system-second-edition//minichart.png[/IMG][/url],"$10,004.42",,"140,262.00",,
https://www.kickstarter.com/projects/micro-dungeons/micro-dungeons-raid-to-the-frost-king-citadel-5e-dandd/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10949056#10949056,,https://kicktraq.com/projects/micro-dungeons/micro-dungeons-raid-to-the-frost-king-citadel-5e-dandd/,5E,,,Micro Dungeons: Raid to the Frost King Citadel (5e D&D),August 16 2024,Y,USD,"4,173.00",1,"4,173.00",Y,N,Y,"$4,173",4173.00%,Ended,4173,1739812326615,July 30 2024,Dungeon Crawling adventures against an Frozen Undead King and its minions for 5e DnD (5th edition Dungeons and Dragons TTRPG),https://i.kickstarter.com/assets/045/698/298/a708ee54a1e723c8c61f2018b2f9996b_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=SMWlUJevAzi06sZSwLZ38m40RvzqUgw0kDDlOy8wj8s%3D,[size=14][b][url=https://www.kickstarter.com/projects/micro-dungeons/micro-dungeons-raid-to-the-frost-king-citadel-5e-dandd/?ref=kicktraq]Micro Dungeons: Raid to the Frost King Citadel (5e D&D)[/url][/b][/size][q]Dungeon Crawling adventures against an Frozen Undead King and its minions for 5e DnD (5th edition Dungeons and Dragons TTRPG)[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/698/298/a708ee54a1e723c8c61f2018b2f9996b_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=SMWlUJevAzi06sZSwLZ38m40RvzqUgw0kDDlOy8wj8s%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-16-2024[url=https://kicktraq.com/projects/micro-dungeons/micro-dungeons-raid-to-the-frost-king-citadel-5e-dandd/][IMG]https://kicktraq.com/projects/micro-dungeons/micro-dungeons-raid-to-the-frost-king-citadel-5e-dandd//minichart.png[/IMG][/url],$100.00,,"4,173.00",,
https://www.kickstarter.com/projects/sidequests/malikars-guide-to-magical-masks-dnd-5e-and-pf2/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10960561#10960561,,https://kicktraq.com/projects/sidequests/malikars-guide-to-magical-masks-dnd-5e-and-pf2/,5E,,,Malikar's Guide To Magical Masks (DnD 5E and PF2),August 16 2024,Y,CAD,"1,655.00",0.7304869,"1,208.96",Y,N,Y,"$1,655 CAD",165.00%,Ended,1208.96,1739812326615,August 2 2024,"Arcane masks with unique magical abilities, lore, and questlines. For DnD 5E, DnD 2024, Pathfinder 2E, and fantasy TTRPGs.",https://i.kickstarter.com/assets/045/918/211/d34b947dbc22335fce7fbe43181d323f_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=UbAsxP3nkm%2FEnpPtZRt9p9m2m4k%2BE5sedO5y5oI9YVA%3D,"[size=14][b][url=https://www.kickstarter.com/projects/sidequests/malikars-guide-to-magical-masks-dnd-5e-and-pf2/?ref=kicktraq]Malikar's Guide To Magical Masks (DnD 5E and PF2)[/url][/b][/size][q]Arcane masks with unique magical abilities, lore, and questlines. For DnD 5E, DnD 2024, Pathfinder 2E, and fantasy TTRPGs.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/918/211/d34b947dbc22335fce7fbe43181d323f_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=UbAsxP3nkm%2FEnpPtZRt9p9m2m4k%2BE5sedO5y5oI9YVA%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-16-2024[url=https://kicktraq.com/projects/sidequests/malikars-guide-to-magical-masks-dnd-5e-and-pf2/][IMG]https://kicktraq.com/projects/sidequests/malikars-guide-to-magical-masks-dnd-5e-and-pf2//minichart.png[/IMG][/url]",$732.70,,"1,208.96",,
https://www.kickstarter.com/projects/dnleo/phoenix-fire-ttrpg-fairytale-romantic-fantasy-novel/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10970411#10970411,,https://kicktraq.com/projects/dnleo/phoenix-fire-ttrpg-fairytale-romantic-fantasy-novel/,RPG,,,Phoenix Fire - TTRPG | Games | Spicy Romantic Fantasy Novels,August 16 2024,Y,AUD,"1,317.00",0.667,878.44,Y,N,Y,"$1,317 AUD",263.00%,Ended,878.44,1739812326616,August 7 2024,Beauty and the Beast meets Mission Impossible,https://i.kickstarter.com/assets/045/973/635/183395a6a5aaada45d8e38d212395746_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=aaP7OiYoQKkyGn77548Rw%2FLsm7KUrEVShQJRZxmCCtw%3D,[size=14][b][url=https://www.kickstarter.com/projects/dnleo/phoenix-fire-ttrpg-fairytale-romantic-fantasy-novel/?ref=kicktraq]Phoenix Fire - TTRPG | Games | Spicy Romantic Fantasy Novels[/url][/b][/size][q]Beauty and the Beast meets Mission Impossible[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/973/635/183395a6a5aaada45d8e38d212395746_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=aaP7OiYoQKkyGn77548Rw%2FLsm7KUrEVShQJRZxmCCtw%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-16-2024[url=https://kicktraq.com/projects/dnleo/phoenix-fire-ttrpg-fairytale-romantic-fantasy-novel/][IMG]https://kicktraq.com/projects/dnleo/phoenix-fire-ttrpg-fairytale-romantic-fantasy-novel//minichart.png[/IMG][/url],$334.01,,878.44,,
https://www.kickstarter.com/projects/unonaturale/il-cavaliere-oscuro/?ref=kicktraq,https://rpggeek.com/geeklist/328581/kickstarter-rpg-game-books-2024?itemid=10846997#10846997,,https://kicktraq.com/projects/unonaturale/il-cavaliere-oscuro/,5E,,,IL CAVALIERE OSCURO,August 18 2024,Y,EUR,509.00,1.10243,561.14,Y,N,Y,€509,169.00%,Ended,561.14,1739812326618,June 19 2024,Campagna per Dungeons & Dragons (D&D) 5e. I giocatori verranno accompagnati da livello 1 a 20 nel mondo creato dagli Unonaturale.,https://i.kickstarter.com/assets/045/401/775/ab5c8ae22536d9d216ada99d622440ab_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=yWxsJif3i02IjVOIEH9bEBmS1i1tQtFxVN4%2Bn9fHmWI%3D,[size=14][b][url=https://www.kickstarter.com/projects/unonaturale/il-cavaliere-oscuro/?ref=kicktraq]IL CAVALIERE OSCURO[/url][/b][/size][q]Campagna per Dungeons & Dragons (D&D) 5e. I giocatori verranno accompagnati da livello 1 a 20 nel mondo creato dagli Unonaturale.[/q][floatleft][inlineimg]https://i.kickstarter.com/assets/045/401/775/ab5c8ae22536d9d216ada99d622440ab_original.jpg?anim=false&fit=cover&gravity=auto&height=90&origin=ugc&q=92&width=160&sig=yWxsJif3i02IjVOIEH9bEBmS1i1tQtFxVN4%2Bn9fHmWI%3D[/inlineimg][/floatleft][b]Deadline:[/b]08-18-2024[url=https://kicktraq.com/projects/unonaturale/il-cavaliere-oscuro/][IMG]https://kicktraq.com/projects/unonaturale/il-cavaliere-oscuro//minichart.png[/IMG][/url],$332.03,,561.14,,
